entity,code,year,income
Albania,ALB,1996,6.9721026
Albania,ALB,2002,6.6881413
Albania,ALB,2005,7.7997913
Albania,ALB,2008,8.4002
Albania,ALB,2012,8.240385
Albania,ALB,2014,8.295376
Albania,ALB,2015,10.043126000000001
Albania,ALB,2016,10.274922
Albania,ALB,2017,10.187669
Albania,ALB,2018,11.6399765
Albania,ALB,2019,11.611524
Albania,ALB,2020,12.064707
Algeria,DZA,1988,5.5539804
Algeria,DZA,1995,5.7523637
Algeria,DZA,2011,8.04364
Angola,AGO,2000,4.6733184
Angola,AGO,2008,4.7030997
Angola,AGO,2018,3.4205022
Argentina (urban),NA,1980,24.830717
Argentina (urban),NA,1986,25.367317
Argentina (urban),NA,1987,22.359615
Argentina (urban),NA,1991,15.114628
Argentina (urban),NA,1992,15.807517
Argentina (urban),NA,1993,16.156162
Argentina (urban),NA,1994,15.622388
Argentina (urban),NA,1995,14.441226
Argentina (urban),NA,1996,13.854637
Argentina (urban),NA,1997,14.835679
Argentina (urban),NA,1998,13.572867
Argentina (urban),NA,1999,13.479605
Argentina (urban),NA,2000,12.820309
Argentina (urban),NA,2001,11.441448
Argentina (urban),NA,2002,7.848625
Argentina (urban),NA,2003,11.572903
Argentina (urban),NA,2004,13.4154825
Argentina (urban),NA,2005,14.883712
Argentina (urban),NA,2006,17.003906
Argentina (urban),NA,2007,17.583319
Argentina (urban),NA,2008,18.386515
Argentina (urban),NA,2009,19.652662
Argentina (urban),NA,2010,20.200413
Argentina (urban),NA,2011,21.535973
Argentina (urban),NA,2012,21.84913
Argentina (urban),NA,2013,22.084642
Argentina (urban),NA,2014,20.105286
Argentina (urban),NA,2016,20.881012
Argentina (urban),NA,2017,21.996168
Argentina (urban),NA,2018,19.941988
Argentina (urban),NA,2019,18.919567
Argentina (urban),NA,2020,16.616943
Argentina (urban),NA,2021,17.896223
Argentina (urban),NA,2022,17.290493
Armenia,ARM,1999,3.9263155
Armenia,ARM,2001,3.7717013
Armenia,ARM,2002,3.9557726
Armenia,ARM,2003,4.167549
Armenia,ARM,2004,4.830017
Armenia,ARM,2005,5.4379992
Armenia,ARM,2006,5.8377285
Armenia,ARM,2007,6.3974786
Armenia,ARM,2008,6.6593184
Armenia,ARM,2009,5.956918
Armenia,ARM,2010,5.9216743
Armenia,ARM,2011,6.1817684
Armenia,ARM,2012,6.37294
Armenia,ARM,2013,6.597413
Armenia,ARM,2014,6.7330723
Armenia,ARM,2015,7.1080394
Armenia,ARM,2016,7.7114472
Armenia,ARM,2017,6.9698253
Armenia,ARM,2018,6.9356084
Armenia,ARM,2019,6.713989
Armenia,ARM,2020,6.619426
Armenia,ARM,2021,6.7418895
Armenia,ARM,2022,6.7156725
Australia,AUS,1981,32.32216
Australia,AUS,1985,32.708267
Australia,AUS,1989,33.693123
Australia,AUS,1995,31.018078
Australia,AUS,2001,35.176933
Australia,AUS,2003,36.377586
Australia,AUS,2004,39.830036
Australia,AUS,2008,48.249416
Australia,AUS,2010,49.001587
Australia,AUS,2014,52.274582
Australia,AUS,2016,51.968037
Australia,AUS,2018,53.050495
Austria,AUT,1994,44.72875
Austria,AUT,1995,44.657364
Austria,AUT,1996,42.95575
Austria,AUT,1997,43.246304
Austria,AUT,1998,43.76893
Austria,AUT,1999,46.104816
Austria,AUT,2000,44.952507
Austria,AUT,2003,47.833397
Austria,AUT,2004,50.183907
Austria,AUT,2005,48.654762
Austria,AUT,2006,48.87515
Austria,AUT,2007,51.080627
Austria,AUT,2008,52.83893
Austria,AUT,2009,53.982433
Austria,AUT,2010,54.96537
Austria,AUT,2011,53.49292
Austria,AUT,2012,52.69723
Austria,AUT,2013,54.359097
Austria,AUT,2014,54.46112
Austria,AUT,2015,54.984207
Austria,AUT,2016,56.993645
Austria,AUT,2017,57.028057
Austria,AUT,2018,56.41074
Austria,AUT,2019,57.64287
Austria,AUT,2020,59.103535
Austria,AUT,2021,58.25852
Azerbaijan,AZE,1995,4.3125057
Azerbaijan,AZE,2001,4.9036164
Azerbaijan,AZE,2002,6.949713
Azerbaijan,AZE,2003,7.2452493
Azerbaijan,AZE,2004,7.2914386
Azerbaijan,AZE,2005,8.059334
Bangladesh,BGD,1983,2.459166
Bangladesh,BGD,1985,2.6133814
Bangladesh,BGD,1988,2.3593693
Bangladesh,BGD,1991,2.3533928
Bangladesh,BGD,1995,2.590331
Bangladesh,BGD,2000,2.6613784
Bangladesh,BGD,2005,2.960369
Bangladesh,BGD,2010,3.2445064
Bangladesh,BGD,2016,3.5797248
Bangladesh,BGD,2022,4.7816916
Belarus,BLR,1998,3.3103294
Belarus,BLR,1999,3.5744078
Belarus,BLR,2000,3.9803197
Belarus,BLR,2001,4.956196
Belarus,BLR,2002,5.457107
Belarus,BLR,2003,5.732067
Belarus,BLR,2004,6.5614953
Belarus,BLR,2005,8.031095
Belarus,BLR,2006,9.207119
Belarus,BLR,2007,10.385712
Belarus,BLR,2008,11.016583
Belarus,BLR,2009,11.158714
Belarus,BLR,2010,12.327235
Belarus,BLR,2011,12.923373
Belarus,BLR,2012,14.584608
Belarus,BLR,2013,16.063587
Belarus,BLR,2014,16.63947
Belarus,BLR,2015,15.229697
Belarus,BLR,2016,14.546709
Belarus,BLR,2017,14.996151
Belarus,BLR,2018,16.049614
Belarus,BLR,2019,17.134323
Belarus,BLR,2020,17.238052
Belgium,BEL,1985,30.986668
Belgium,BEL,1988,32.627075
Belgium,BEL,1992,35.408348
Belgium,BEL,1995,40.99495
Belgium,BEL,1997,40.669365
Belgium,BEL,2000,44.315655
Belgium,BEL,2003,43.70565
Belgium,BEL,2004,45.123596
Belgium,BEL,2005,45.8229
Belgium,BEL,2006,45.90988
Belgium,BEL,2007,46.368534
Belgium,BEL,2008,47.268734
Belgium,BEL,2009,47.95934
Belgium,BEL,2010,48.20654
Belgium,BEL,2011,47.534985
Belgium,BEL,2012,48.920853
Belgium,BEL,2013,48.95173
Belgium,BEL,2014,49.06411
Belgium,BEL,2015,50.48832
Belgium,BEL,2016,49.966892
Belgium,BEL,2017,50.10646
Belgium,BEL,2018,51.246574
Belgium,BEL,2019,52.628468
Belgium,BEL,2020,53.04003
Belgium,BEL,2021,54.49564
Belize,BLZ,1993,5.237858
Belize,BLZ,1994,4.951904
Belize,BLZ,1996,4.3148103
Belize,BLZ,1997,4.2657948
Belize,BLZ,1998,4.305977
Belize,BLZ,1999,4.6116567
Benin,BEN,2003,2.0626218
Benin,BEN,2011,1.9899166
Benin,BEN,2015,2.1238961
Benin,BEN,2018,3.4818325
Benin,BEN,2021,4.0014644
Bhutan,BTN,2003,4.2329755
Bhutan,BTN,2007,5.508203
Bhutan,BTN,2012,7.3806167
Bhutan,BTN,2017,8.255591
Bhutan,BTN,2022,13.86247
Bolivia,BOL,1997,7.440847
Bolivia,BOL,1999,6.8437214
Bolivia,BOL,2000,5.8185744
Bolivia,BOL,2001,6.562533
Bolivia,BOL,2002,6.2373767
Bolivia,BOL,2004,7.4573827
Bolivia,BOL,2005,7.4574056
Bolivia,BOL,2006,8.277175
Bolivia,BOL,2007,8.7065
Bolivia,BOL,2008,10.072595
Bolivia,BOL,2009,11.384946
Bolivia,BOL,2011,12.864443
Bolivia,BOL,2012,13.299046
Bolivia,BOL,2013,14.28673
Bolivia,BOL,2014,14.180519
Bolivia,BOL,2015,13.984007
Bolivia,BOL,2016,13.803614
Bolivia,BOL,2017,14.065414
Bolivia,BOL,2018,14.1270895
Bolivia,BOL,2019,14.692894
Bolivia,BOL,2020,14.018767
Bolivia,BOL,2021,14.911999
Bolivia (urban),NA,1990,7.97576
Bolivia (urban),NA,1992,5.7808537
Bosnia and Herzegovina,BIH,2001,11.426371
Bosnia and Herzegovina,BIH,2004,16.501049
Bosnia and Herzegovina,BIH,2007,18.299322
Bosnia and Herzegovina,BIH,2011,17.60119
Botswana,BWA,1985,2.6257007
Botswana,BWA,1993,3.1922119
Botswana,BWA,2002,3.6787395
Botswana,BWA,2009,5.1577854
Botswana,BWA,2015,4.842955
Brazil,BRA,1981,4.370307
Brazil,BRA,1982,4.4011617
Brazil,BRA,1983,3.6131256
Brazil,BRA,1984,3.637219
Brazil,BRA,1985,4.141202
Brazil,BRA,1986,6.9439473
Brazil,BRA,1987,5.2981124
Brazil,BRA,1988,4.9665246
Brazil,BRA,1989,5.3467674
Brazil,BRA,1990,4.6084123
Brazil,BRA,1992,4.6344748
Brazil,BRA,1993,4.7638736
Brazil,BRA,1995,6.327705
Brazil,BRA,1996,6.424778
Brazil,BRA,1997,6.354686
Brazil,BRA,1998,6.5905085
Brazil,BRA,1999,6.3355803
Brazil,BRA,2001,7.211707
Brazil,BRA,2002,7.3051834
Brazil,BRA,2003,7.105482
Brazil,BRA,2004,7.32527
Brazil,BRA,2005,7.7487807
Brazil,BRA,2006,8.441198
Brazil,BRA,2007,9.044376
Brazil,BRA,2008,9.672678
Brazil,BRA,2009,10.10386
Brazil,BRA,2011,11.125909
Brazil,BRA,2012,11.778716
Brazil,BRA,2013,12.388895
Brazil,BRA,2014,12.816304
Brazil,BRA,2015,12.494716
Brazil,BRA,2016,12.131994
Brazil,BRA,2017,12.197561
Brazil,BRA,2018,12.480014
Brazil,BRA,2019,12.878389
Brazil,BRA,2020,13.48168
Brazil,BRA,2021,11.585374
Brazil,BRA,2022,12.991237
Bulgaria,BGR,1992,18.32036
Bulgaria,BGR,2006,9.502101
Bulgaria,BGR,2007,12.863037
Bulgaria,BGR,2008,14.656129
Bulgaria,BGR,2009,15.459045
Bulgaria,BGR,2010,14.574066
Bulgaria,BGR,2011,13.78208
Bulgaria,BGR,2012,14.050603
Bulgaria,BGR,2013,15.684114
Bulgaria,BGR,2014,16.27757
Bulgaria,BGR,2015,15.466485
Bulgaria,BGR,2016,17.697788
Bulgaria,BGR,2017,17.449934
Bulgaria,BGR,2018,19.6149
Bulgaria,BGR,2019,20.862291
Bulgaria,BGR,2020,22.822475
Bulgaria,BGR,2021,23.402508
Burkina Faso,BFA,1994,0.9570869
Burkina Faso,BFA,1998,1.1634978
Burkina Faso,BFA,2003,1.8926255
Burkina Faso,BFA,2009,2.0532246
Burkina Faso,BFA,2014,2.4483566
Burkina Faso,BFA,2018,2.8839324
Burkina Faso,BFA,2021,3.1207023
Burundi,BDI,1992,1.4647766
Burundi,BDI,1998,1.2539656
Burundi,BDI,2006,1.5327443
Burundi,BDI,2013,1.7007565
Burundi,BDI,2020,1.795875
Cameroon,CMR,1996,2.1134253
Cameroon,CMR,2001,3.3056624
Cameroon,CMR,2007,3.0545666
Cameroon,CMR,2014,3.8891785
Cameroon,CMR,2021,3.9085712
Canada,CAN,1971,26.170103
Canada,CAN,1973,30.229498
Canada,CAN,1975,33.86768
Canada,CAN,1977,36.192837
Canada,CAN,1979,37.65416
Canada,CAN,1981,39.20887
Canada,CAN,1982,38.403385
Canada,CAN,1984,38.48741
Canada,CAN,1985,39.502964
Canada,CAN,1986,39.77684
Canada,CAN,1987,40.707153
Canada,CAN,1988,41.531765
Canada,CAN,1989,42.7209
Canada,CAN,1990,42.648903
Canada,CAN,1991,40.92271
Canada,CAN,1992,41.456566
Canada,CAN,1993,40.266376
Canada,CAN,1994,41.187332
Canada,CAN,1995,41.136482
Canada,CAN,1996,38.740196
Canada,CAN,1997,39.223553
Canada,CAN,1998,40.425865
Canada,CAN,1999,41.838104
Canada,CAN,2000,42.881
Canada,CAN,2001,44.212887
Canada,CAN,2002,44.505993
Canada,CAN,2003,44.577
Canada,CAN,2004,45.6491
Canada,CAN,2005,46.94165
Canada,CAN,2006,47.37079
Canada,CAN,2007,49.39322
Canada,CAN,2008,50.576733
Canada,CAN,2009,50.8006
Canada,CAN,2010,50.96299
Canada,CAN,2011,51.711906
Canada,CAN,2012,52.57174
Canada,CAN,2013,53.529934
Canada,CAN,2014,53.804523
Canada,CAN,2015,53.67829
Canada,CAN,2016,53.84606
Canada,CAN,2017,55.422237
Canada,CAN,2018,55.67319
Canada,CAN,2019,56.303295
Cape Verde,CPV,2001,4.275831
Cape Verde,CPV,2007,5.3311977
Cape Verde,CPV,2015,6.7278094
Central African Republic,CAF,1992,0.69004804
Central African Republic,CAF,2008,1.675035
Central African Republic,CAF,2021,1.5665926
Chad,TCD,2003,1.8461195
Chad,TCD,2011,2.8371365
Chad,TCD,2018,2.8793948
Chad,TCD,2022,3.106669
Chile,CHL,1987,5.118264
Chile,CHL,1990,5.951519
Chile,CHL,1992,6.73091
Chile,CHL,1994,7.3085713
Chile,CHL,1996,8.186566
Chile,CHL,1998,8.6896350000000009
Chile,CHL,2000,8.158404
Chile,CHL,2003,8.312335
Chile,CHL,2006,10.168835
Chile,CHL,2009,10.983946
Chile,CHL,2011,11.765435
Chile,CHL,2013,14.373943
Chile,CHL,2015,15.574657
Chile,CHL,2017,17.074636
Chile,CHL,2020,16.724894
Chile,CHL,2022,19.984573
China,CHN,1981,1.0197082
China,CHN,1984,1.3918698
China,CHN,1987,1.6886042000000001
China,CHN,1990,1.5474635
China,CHN,1993,1.6901625
China,CHN,1996,2.2122352
China,CHN,1999,2.3027816
China,CHN,2002,2.7932117
China,CHN,2005,3.711955
China,CHN,2008,4.5048256
China,CHN,2010,5.2375927
China,CHN,2011,5.731477
China,CHN,2012,6.3185043
China,CHN,2013,7.222071
China,CHN,2014,7.8903756
China,CHN,2015,8.504072
China,CHN,2016,9.0614605
China,CHN,2017,9.4807005
China,CHN,2018,10.162936
China,CHN,2019,10.724763
China,CHN,2020,10.393845
China (rural),NA,1981,0.9098843
China (rural),NA,1984,1.2338074
China (rural),NA,1987,1.4724814
China (rural),NA,1990,1.3508801
China (rural),NA,1993,1.432824
China (rural),NA,1996,1.8251176
China (rural),NA,1999,1.7890445
China (rural),NA,2002,1.9958748
China (rural),NA,2005,2.6710594
China (rural),NA,2008,2.9197717
China (rural),NA,2010,3.2372172
China (rural),NA,2011,3.655973
China (rural),NA,2012,3.9753418
China (rural),NA,2013,5.20062
China (rural),NA,2014,5.7327075
China (rural),NA,2015,6.2008457
China (rural),NA,2016,6.59796
China (rural),NA,2017,6.9252715
China (rural),NA,2018,7.5981703
China (rural),NA,2019,8.099339
China (rural),NA,2020,8.049165
China (urban),NA,1981,1.8086013
China (urban),NA,1984,2.0693827
China (urban),NA,1987,2.4928977
China (urban),NA,1990,2.4200401
China (urban),NA,1993,2.9132946
China (urban),NA,1996,3.3721912
China (urban),NA,1999,3.844238
China (urban),NA,2002,4.8659835
China (urban),NA,2005,5.957589
China (urban),NA,2008,7.201365
China (urban),NA,2010,8.230179
China (urban),NA,2011,8.672951
China (urban),NA,2012,9.3466625
China (urban),NA,2013,10.010378
China (urban),NA,2014,10.713047
China (urban),NA,2015,11.2987995
China (urban),NA,2016,11.900493
China (urban),NA,2017,12.260374
China (urban),NA,2018,12.84772
China (urban),NA,2019,13.339494
China (urban),NA,2020,12.517024
Colombia,COL,1992,6.283644
Colombia,COL,1996,5.286576
Colombia,COL,1999,4.8692694
Colombia,COL,2000,5.349044
Colombia,COL,2001,4.5874567
Colombia,COL,2002,5.704443
Colombia,COL,2003,5.7759633
Colombia,COL,2004,5.7898264
Colombia,COL,2005,6.336102
Colombia,COL,2008,7.12171
Colombia,COL,2009,7.2957015
Colombia,COL,2010,7.759391
Colombia,COL,2011,8.259432
Colombia,COL,2012,8.625676
Colombia,COL,2013,9.095704
Colombia,COL,2014,9.52309
Colombia,COL,2015,9.6515
Colombia,COL,2016,9.6227664999999991
Colombia,COL,2017,9.6866255
Colombia,COL,2018,9.7151575
Colombia,COL,2019,9.615213
Colombia,COL,2020,8.116921
Colombia,COL,2021,8.88948
Colombia,COL,2022,9.6840725
Colombia (urban),NA,1980,5.1878676
Colombia (urban),NA,1988,6.212194
Colombia (urban),NA,1989,6.036542
Colombia (urban),NA,1991,6.5195236
Comoros,COM,2004,4.651558
Comoros,COM,2014,4.389313
Congo,COG,2005,2.163706
Congo,COG,2011,2.9803798
Costa Rica,CRI,1981,4.1702876
Costa Rica,CRI,1986,5.544108
Costa Rica,CRI,1989,7.233717
Costa Rica,CRI,1990,7.39594
Costa Rica,CRI,1991,6.6914052999999996
Costa Rica,CRI,1992,7.0608754
Costa Rica,CRI,1993,8.131675
Costa Rica,CRI,1994,9.054862
Costa Rica,CRI,1995,8.799932
Costa Rica,CRI,1996,8.207078
Costa Rica,CRI,1997,8.786831
Costa Rica,CRI,1998,9.675799
Costa Rica,CRI,1999,9.177522
Costa Rica,CRI,2000,9.173735
Costa Rica,CRI,2001,11.283708
Costa Rica,CRI,2002,11.292333
Costa Rica,CRI,2003,11.772515
Costa Rica,CRI,2004,11.172638
Costa Rica,CRI,2005,11.685542
Costa Rica,CRI,2006,11.729439
Costa Rica,CRI,2007,12.942212
Costa Rica,CRI,2008,13.198342
Costa Rica,CRI,2009,14.013057
Costa Rica,CRI,2010,14.853402
Costa Rica,CRI,2011,15.325219
Costa Rica,CRI,2012,15.847805
Costa Rica,CRI,2013,15.7473955
Costa Rica,CRI,2014,15.833556
Costa Rica,CRI,2015,15.757311
Costa Rica,CRI,2016,16.407978
Costa Rica,CRI,2017,16.567549
Costa Rica,CRI,2018,16.596836
Costa Rica,CRI,2019,16.231756
Costa Rica,CRI,2020,13.882614
Costa Rica,CRI,2021,15.924461
Costa Rica,CRI,2022,15.86023
Cote d'Ivoire,CIV,1985,6.121228
Cote d'Ivoire,CIV,1986,5.6078525
Cote d'Ivoire,CIV,1987,4.9941835
Cote d'Ivoire,CIV,1988,4.098196
Cote d'Ivoire,CIV,1992,3.286474
Cote d'Ivoire,CIV,1995,3.309932
Cote d'Ivoire,CIV,1998,2.9137578
Cote d'Ivoire,CIV,2002,2.9438326
Cote d'Ivoire,CIV,2008,2.8471425
Cote d'Ivoire,CIV,2015,2.8561695
Cote d'Ivoire,CIV,2018,4.3492
Cote d'Ivoire,CIV,2021,4.336595
Croatia,HRV,2009,21.05368
Croatia,HRV,2010,19.43167
Croatia,HRV,2011,18.969696
Croatia,HRV,2012,17.751776
Croatia,HRV,2013,17.849712
Croatia,HRV,2014,18.790659
Croatia,HRV,2015,20.075865
Croatia,HRV,2016,21.651611
Croatia,HRV,2017,22.925236
Croatia,HRV,2018,24.305866
Croatia,HRV,2019,26.120905
Croatia,HRV,2020,26.997786
Croatia,HRV,2021,28.754229
Cyprus,CYP,2004,38.08545
Cyprus,CYP,2005,40.335056
Cyprus,CYP,2006,43.80927
Cyprus,CYP,2007,44.050514
Cyprus,CYP,2008,43.41868
Cyprus,CYP,2009,42.41863
Cyprus,CYP,2010,43.2975
Cyprus,CYP,2011,42.249027
Cyprus,CYP,2012,39.07879
Cyprus,CYP,2013,35.86818
Cyprus,CYP,2014,34.830708
Cyprus,CYP,2015,36.2929
Cyprus,CYP,2016,37.757587
Cyprus,CYP,2017,39.636055
Cyprus,CYP,2018,41.382294
Cyprus,CYP,2019,43.203327
Cyprus,CYP,2020,43.550587
Cyprus,CYP,2021,45.669167
Czechia,CZE,1992,16.963173
Czechia,CZE,1993,16.980194
Czechia,CZE,1996,20.042097
Czechia,CZE,2002,22.1924
Czechia,CZE,2004,23.692728
Czechia,CZE,2005,24.507227
Czechia,CZE,2006,25.764994
Czechia,CZE,2007,27.03176
Czechia,CZE,2008,27.59587
Czechia,CZE,2009,28.180857
Czechia,CZE,2010,28.19305
Czechia,CZE,2011,28.464462
Czechia,CZE,2012,27.92027
Czechia,CZE,2013,27.9421
Czechia,CZE,2014,28.482159
Czechia,CZE,2015,29.77056
Czechia,CZE,2016,30.658865
Czechia,CZE,2017,31.669296
Czechia,CZE,2018,32.993126
Czechia,CZE,2019,34.56493
Czechia,CZE,2020,35.212753
Czechia,CZE,2021,36.751797
Democratic Republic of Congo,COD,2004,0.71384877
Democratic Republic of Congo,COD,2012,1.4633274
Democratic Republic of Congo,COD,2020,1.1797127
Denmark,DNK,1987,43.281544
Denmark,DNK,1992,43.366474
Denmark,DNK,1995,44.878983
Denmark,DNK,2000,47.60297
Denmark,DNK,2003,45.959854
Denmark,DNK,2004,47.13086
Denmark,DNK,2005,47.274868
Denmark,DNK,2006,48.179382
Denmark,DNK,2007,48.959774
Denmark,DNK,2008,49.2378
Denmark,DNK,2009,49.86184
Denmark,DNK,2010,51.45856
Denmark,DNK,2011,50.253574
Denmark,DNK,2012,49.759304
Denmark,DNK,2013,50.61715
Denmark,DNK,2014,51.012444
Denmark,DNK,2015,51.132122
Denmark,DNK,2016,52.612034
Denmark,DNK,2017,53.34849
Denmark,DNK,2018,54.510185
Denmark,DNK,2019,54.0801
Denmark,DNK,2020,56.418724
Denmark,DNK,2021,57.08956
Djibouti,DJI,2002,3.5462775
Djibouti,DJI,2012,4.1606364
Djibouti,DJI,2013,3.7488816
Djibouti,DJI,2017,4.0851326
Dominican Republic,DOM,1986,9.039928
Dominican Republic,DOM,1989,4.8779526
Dominican Republic,DOM,1992,6.5161057
Dominican Republic,DOM,1996,7.946932
Dominican Republic,DOM,1997,8.5769615
Dominican Republic,DOM,2000,8.467488
Dominican Republic,DOM,2001,8.373159
Dominican Republic,DOM,2002,8.314103
Dominican Republic,DOM,2003,6.9345694
Dominican Republic,DOM,2004,5.8845787
Dominican Republic,DOM,2005,7.087676
Dominican Republic,DOM,2006,7.7355604
Dominican Republic,DOM,2007,7.604998
Dominican Republic,DOM,2008,7.3883066
Dominican Republic,DOM,2009,7.8710957
Dominican Republic,DOM,2010,8.029945
Dominican Republic,DOM,2011,8.150972
Dominican Republic,DOM,2012,8.053047
Dominican Republic,DOM,2013,8.262238
Dominican Republic,DOM,2014,9.152832
Dominican Republic,DOM,2015,9.981743
Dominican Republic,DOM,2016,10.685526
Dominican Republic,DOM,2017,10.526615
Dominican Republic,DOM,2018,11.221108
Dominican Republic,DOM,2019,11.802383
Dominican Republic,DOM,2020,10.754667
Dominican Republic,DOM,2021,10.5664
Dominican Republic,DOM,2022,11.336495
East Asia and Pacific (PIP),NA,1990,1.69
East Asia and Pacific (PIP),NA,1991,1.73
East Asia and Pacific (PIP),NA,1992,1.81
East Asia and Pacific (PIP),NA,1993,1.89
East Asia and Pacific (PIP),NA,1994,2.04
East Asia and Pacific (PIP),NA,1995,2.16
East Asia and Pacific (PIP),NA,1996,2.34
East Asia and Pacific (PIP),NA,1997,2.36
East Asia and Pacific (PIP),NA,1998,2.32
East Asia and Pacific (PIP),NA,1999,2.46
East Asia and Pacific (PIP),NA,2000,2.58
East Asia and Pacific (PIP),NA,2001,2.72
East Asia and Pacific (PIP),NA,2002,2.96
East Asia and Pacific (PIP),NA,2003,3.18
East Asia and Pacific (PIP),NA,2004,3.42
East Asia and Pacific (PIP),NA,2005,3.7
East Asia and Pacific (PIP),NA,2006,3.88
East Asia and Pacific (PIP),NA,2007,4.18
East Asia and Pacific (PIP),NA,2008,4.38
East Asia and Pacific (PIP),NA,2009,4.68
East Asia and Pacific (PIP),NA,2010,5.15
East Asia and Pacific (PIP),NA,2011,5.55
East Asia and Pacific (PIP),NA,2012,6
East Asia and Pacific (PIP),NA,2013,6.7
East Asia and Pacific (PIP),NA,2014,7.2
East Asia and Pacific (PIP),NA,2015,7.7
East Asia and Pacific (PIP),NA,2016,8.2
East Asia and Pacific (PIP),NA,2017,8.55
East Asia and Pacific (PIP),NA,2018,9.1
East Asia and Pacific (PIP),NA,2019,9.55
East Asia and Pacific (PIP),NA,2020,9.3
East Asia and Pacific (PIP),NA,2021,9.9
East Asia and Pacific (PIP),NA,2022,10
East Timor,TLS,2001,2.4786775
East Timor,TLS,2007,2.3936632
East Timor,TLS,2014,2.8969195
Eastern and Southern Africa (PIP),NA,1993,1.79
Eastern and Southern Africa (PIP),NA,1994,1.77
Eastern and Southern Africa (PIP),NA,1995,1.81
Eastern and Southern Africa (PIP),NA,1996,1.85
Eastern and Southern Africa (PIP),NA,1998,1.86
Eastern and Southern Africa (PIP),NA,1999,1.86
Eastern and Southern Africa (PIP),NA,2000,1.87
Eastern and Southern Africa (PIP),NA,2001,1.89
Eastern and Southern Africa (PIP),NA,2002,1.87
Eastern and Southern Africa (PIP),NA,2003,1.91
Eastern and Southern Africa (PIP),NA,2004,2.04
Eastern and Southern Africa (PIP),NA,2005,2.14
Eastern and Southern Africa (PIP),NA,2006,2.22
Eastern and Southern Africa (PIP),NA,2007,2.28
Eastern and Southern Africa (PIP),NA,2008,2.34
Eastern and Southern Africa (PIP),NA,2009,2.36
Eastern and Southern Africa (PIP),NA,2010,2.42
Eastern and Southern Africa (PIP),NA,2011,2.48
Eastern and Southern Africa (PIP),NA,2012,2.5
Eastern and Southern Africa (PIP),NA,2013,2.54
Eastern and Southern Africa (PIP),NA,2014,2.54
Eastern and Southern Africa (PIP),NA,2015,2.54
Eastern and Southern Africa (PIP),NA,2016,2.52
Eastern and Southern Africa (PIP),NA,2017,2.5
Eastern and Southern Africa (PIP),NA,2018,2.48
Ecuador,ECU,1994,4.982338
Ecuador,ECU,1999,4.503047
Ecuador,ECU,2000,3.6287086
Ecuador,ECU,2003,5.7134266
Ecuador,ECU,2004,5.596546
Ecuador,ECU,2005,6.7482285
Ecuador,ECU,2006,7.506095
Ecuador,ECU,2007,7.640722
Ecuador,ECU,2008,8.004316
Ecuador,ECU,2009,7.8690653
Ecuador,ECU,2010,8.657102
Ecuador,ECU,2011,9.539067
Ecuador,ECU,2012,10.310091
Ecuador,ECU,2013,10.239714
Ecuador,ECU,2014,10.770401
Ecuador,ECU,2015,10.667513
Ecuador,ECU,2016,10.725599
Ecuador,ECU,2017,11.1746645
Ecuador,ECU,2018,10.939679
Ecuador,ECU,2019,10.678475
Ecuador,ECU,2020,9.163351
Ecuador,ECU,2021,10.100934
Ecuador,ECU,2022,10.6552725
Ecuador (urban),NA,1987,5.5567484
Ecuador (urban),NA,1995,5.1168957
Ecuador (urban),NA,1998,4.7041526
Egypt,EGY,1990,4.4934306
Egypt,EGY,1995,4.38444
Egypt,EGY,1999,5.251187
Egypt,EGY,2004,4.691417
Egypt,EGY,2008,4.773144
Egypt,EGY,2010,5.3414063
Egypt,EGY,2012,5.58704
Egypt,EGY,2015,5.8058734
Egypt,EGY,2017,5.065631
Egypt,EGY,2019,5.422779
El Salvador,SLV,1989,5.6939964
El Salvador,SLV,1991,4.7180753
El Salvador,SLV,1995,5.8376045
El Salvador,SLV,1996,5.6633472
El Salvador,SLV,1998,5.6431036
El Salvador,SLV,1999,5.9517417
El Salvador,SLV,2000,6.711727
El Salvador,SLV,2001,6.4419026
El Salvador,SLV,2002,6.446985
El Salvador,SLV,2003,6.309293
El Salvador,SLV,2004,6.5228386
El Salvador,SLV,2005,6.5922804
El Salvador,SLV,2006,6.794314
El Salvador,SLV,2007,7.201734
El Salvador,SLV,2008,6.7156467
El Salvador,SLV,2009,6.800109
El Salvador,SLV,2010,6.9706388
El Salvador,SLV,2011,6.854189
El Salvador,SLV,2012,7.2050815
El Salvador,SLV,2013,7.764702
El Salvador,SLV,2014,7.733603
El Salvador,SLV,2015,8.078951
El Salvador,SLV,2016,8.388868
El Salvador,SLV,2017,8.6307745
El Salvador,SLV,2018,9.232857
El Salvador,SLV,2019,9.886846
El Salvador,SLV,2021,10.265134
El Salvador,SLV,2022,10.355628
Estonia,EST,1993,9.384344
Estonia,EST,2003,12.298609
Estonia,EST,2004,13.91504
Estonia,EST,2005,15.919821
Estonia,EST,2006,18.66036
Estonia,EST,2007,21.596106
Estonia,EST,2008,22.176426
Estonia,EST,2009,21.165781
Estonia,EST,2010,20.074387
Estonia,EST,2011,20.189465
Estonia,EST,2012,21.242819
Estonia,EST,2013,22.326656
Estonia,EST,2014,24.375458
Estonia,EST,2015,26.660093
Estonia,EST,2016,29.068659
Estonia,EST,2017,31.21282
Estonia,EST,2018,33.238235
Estonia,EST,2019,34.645023
Estonia,EST,2020,35.998894
