"congress","state","party","name","economic","racial"
80,"IOWA","Republican","DOLLIVER",0.291999995708466,-0.0149999996647239
80,"IOWA","Republican","JENSEN  B.",0.386000007390976,0.0949999988079071
80,"IOWA","Republican","HOEVEN  C.",0.27700001001358,-0.0209999997168779
80,"KANSAS","Republican","COLE  A.",0.263999998569489,-0.189999997615814
80,"KANSAS","Republican","SCRIVNER",0.442999988794327,-0.204999998211861
80,"KANSAS","Republican","MEYER  H.",0.352999985218048,-0.063000001013279
80,"KANSAS","Republican","REES  E.",0.32600000500679,-0.174999997019768
80,"KANSAS","Republican","HOPE  C.",0.202999994158745,-0.0590000003576279
80,"KANSAS","Republican","SMITH  W.",0.561999976634979,0.372999995946884
80,"KENTUCK","Democrat","GREGORY  N.",-0.152999997138977,0.947000026702881
80,"KENTUCK","Democrat","CLEMENTS",-0.143999993801117,0.264999985694885
80,"KENTUCK","Democrat","WHITAKER",-0.248999997973442,0.967000007629395
80,"KENTUCK","Republican","MORTON  T.",0.127000004053116,-0.207000002264977
80,"KENTUCK","Democrat","CHELF  F.",-0.136000007390976,0.61599999666214
80,"KENTUCK","Democrat","SPENCE  B.",-0.256000012159348,0.402999997138977
80,"KENTUCK","Democrat","CHAPMAN  V.",0.00400000018998981,0.693000018596649
80,"KENTUCK","Republican","MEADE  W.",0.0410000011324883,-0.458999991416931
80,"KENTUCK","Democrat","BATES  J.",-0.209999993443489,0.614000022411346
80,"KENTUCK","Republican","ROBSION  J.",0.328000009059906,-0.331000000238419
80,"KENTUCK","Republican","LEWIS  W.",0.196999996900558,-0.430999994277954
80,"LOUISIA","Democrat","HEBERT  F.",0.00100000004749745,0.646000027656555
80,"LOUISIA","Democrat","BOGGS  T.",-0.137999996542931,0.615000009536743
80,"LOUISIA","Democrat","DOMENGEAUX",0.0390000008046627,0.671999990940094
80,"LOUISIA","Democrat","BROOKS  O.",-0.0549999997019768,0.815999984741211
80,"LOUISIA","Democrat","PASSMAN  O.",0.0740000009536743,0.912000000476837
80,"LOUISIA","Democrat","MORRISON",-0.063000001013279,0.554000020027161
80,"LOUISIA","Democrat","LARCADE  H.",0.0350000001490116,0.648999989032745
80,"LOUISIA","Democrat","ALLEN  A.",-0.0149999996647239,0.791999995708466
80,"MAINE","Republican","HALE  R.",0.202000007033348,-0.256000012159348
80,"MAINE","Republican","SMITH  M.C.",0.0480000004172325,-0.959999978542328
80,"MAINE","Republican","FELLOWS  F.",0.356000006198883,0.00800000037997961
80,"MARYLAN","Republican","MILLER  E.",0.340999990701675,-0.263000011444092
80,"MARYLAN","Democrat","MEADE  H.",0.00499999988824129,0.0979999974370003
80,"MARYLAN","Democrat","D'ALESANDRO",-0.114000000059605,0.127000004053116
80,"MARYLAN","Democrat","GARMATZ  E.",-0.19200000166893,-0.0450000017881393
80,"MARYLAN","Democrat","FALLON  G.",-0.028999999165535,-0.0270000007003546
80,"MARYLAN","Democrat","SASSCER  L.",-0.11599999666214,0.156000003218651
80,"MARYLAN","Republican","BEALL  J.",0.214000001549721,-0.657999992370605
80,"MASSACH","Republican","HESELTON",0.0890000015497208,-0.880999982357025
80,"MASSACH","Republican","CLASON  C.",0.14300000667572,-0.551999986171722
80,"MASSACH","Democrat","PHILBIN  P.",-0.0839999988675117,-0.233999997377396
80,"MASSACH","Democrat","DONOHUE  H.",-0.166999995708466,-0.234999999403954
80,"MASSACH","Republican","ROGERS  E.",0.101000003516674,-0.48199999332428
80,"MASSACH","Republican","BATES  G.",0.194999992847443,-0.42399999499321
80,"MASSACH","Democrat","LANE  T.",-0.225999996066093,-0.133000001311302
80,"MASSACH","Republican","GOODWIN  A.",0.324999988079071,-0.653999984264374
80,"MASSACH","Republican","GIFFORD  C.",0.26800000667572,-0.0750000029802322
80,"MASSACH","Republican","NICHOLSON",0.412999987602234,0.0140000004321337
80,"MASSACH","Republican","HERTER  C.",0.162000000476837,-0.708000004291534
80,"MASSACH","Democrat","KENNEDY  J.",-0.230000004172325,-0.197999998927116
80,"MASSACH","Democrat","MCCORMACK",-0.254999995231628,0.0299999993294477
80,"MASSACH","Republican","WIGGLESWORT",0.214000001549721,-0.744000017642975
80,"MICHIGA","Democrat","SADOWSKI",-0.619000017642975,-1.06599998474121
80,"MICHIGA","Republican","MICHENER",0.236000001430511,-0.261999994516373
80,"MICHIGA","Republican","SHAFER  P.",0.456000000238419,-0.0810000002384186
80,"MICHIGA","Republican","HOFFMAN  C.",0.635999977588654,0.0750000029802322
80,"MICHIGA","Republican","JONKMAN  B.",0.32600000500679,-0.310999989509583
80,"MICHIGA","Republican","BLACKNEY",0.25900000333786,-0.307000011205673
80,"MICHIGA","Republican","WOLCOTT  J.",0.312000006437302,-0.370999991893768
80,"MICHIGA","Republican","CRAWFORD",0.421999990940094,0.136999994516373
80,"MICHIGA","Republican","ENGEL  A.",0.130999997258186,-0.722000002861023
80,"MICHIGA","Republican","WOODRUFF",0.430000007152557,-0.0649999976158142
80,"MICHIGA","Republican","BRADLEY  F.",0.533999979496002,-0.13400000333786
80,"MICHIGA","Republican","POTTER  C.",0.277999997138977,-0.351000010967255
80,"MICHIGA","Republican","BENNETT  J.",0.188999995589256,-0.150000005960464
80,"MICHIGA","Republican","COFFIN  H.",0.224999994039536,-0.532000005245209
80,"MICHIGA","Republican","YOUNGBLOOD",0.421999990940094,-0.35699999332428
80,"MICHIGA","Democrat","DINGELL  J.",-0.333999991416931,-0.247999995946884
80,"MICHIGA","Democrat","LESINSKI",-0.330000013113022,-0.326999992132187
80,"MICHIGA","Republican","DONDERO  G.",0.331999987363815,-0.214000001549721
80,"MINNESO","Republican","ANDRESEN",0.321000009775162,-0.0140000004321337
80,"MINNESO","Republican","O'HARA  J.",0.377000004053116,0.123000003397465
80,"MINNESO","Republican","MACKINNON",0.141000002622604,-0.458999991416931
80,"MINNESO","Republican","DEVITT  E.",0.0949999988079071,-0.74099999666214
80,"MINNESO","Republican","JUDD  W.",0.10700000077486,-0.523000001907349
80,"MINNESO","Republican","KNUTSON  H.",0.398999989032745,0.115000002086163
80,"MINNESO","Republican","ANDERSEN",0.282000005245209,0.017000000923872
80,"MINNESO","Democrat","BLATNIK  J.",-0.497000008821487,0.203999996185303
80,"MINNESO","Republican","HAGEN  H.",0.128000006079674,-0.100000001490116
80,"MISSISS","Democrat","RANKIN  J.",0.233999997377396,0.977999985218048
80,"MISSISS","Democrat","WHITTEN  J.",0.0820000022649765,1.09800004959106
80,"MISSISS","Democrat","WHITTINGTON",0.0719999969005585,1.14999997615814
80,"MISSISS","Democrat","ABERNETHY",0.116999998688698,0.995999991893768
80,"MISSISS","Democrat","WINSTEAD",0.090999998152256,0.99099999666214
80,"MISSISS","Democrat","COLMER  W.",0.0900000035762787,1.00999999046326
80,"MISSISS","Democrat","WILLIAMS",0.104999996721745,0.985000014305115
80,"MISSOUR","Republican","ARNOLD  S.",0.44200000166893,-0.00999999977648258
80,"MISSOUR","Republican","SCHWABE  M.",0.465999990701675,0.337000012397766
80,"MISSOUR","Republican","COLE  W.",0.372999995946884,-0.141000002622604
80,"MISSOUR","Democrat","BELL  C.",0.0869999974966049,0.823000013828278
80,"MISSOUR","Republican","REEVES  A.",0.287000000476837,-0.38400000333786
80,"MISSOUR","Republican","BENNETT  M.",0.333000004291534,0.0280000008642673
80,"MISSOUR","Republican","SHORT  D.",0.426999986171722,0.131999999284744
80,"MISSOUR","Republican","BANTA  P.",0.555999994277954,0.223000004887581
80,"MISSOUR","Democrat","CANNON  C.",-0.090999998152256,0.46399998664856
80,"MISSOUR","Democrat","ZIMMERMAN",-0.0670000016689301,0.580999970436096
80,"MISSOUR","Republican","BAKEWELL",0.0390000008046627,-0.907000005245209
80,"MISSOUR","Republican","PLOESER  W.",0.352999985218048,-0.439000010490417
80,"MISSOUR","Democrat","KARSTEN  F.",-0.444000005722046,0.028999999165535
80,"MONTANA","Democrat","MANSFIELD",-0.24600000679493,-0.0560000017285347
80,"MONTANA","Republican","D'EWART  W.",0.275999993085861,-0.0869999974966049
80,"NEBRASK","Republican","CURTIS  C.",0.372999995946884,0.125
80,"NEBRASK","Republican","BUFFETT  H.",0.575999975204468,-0.163000002503395
80,"NEBRASK","Republican","STEFAN  K.",0.256000012159348,0.0140000004321337
80,"NEBRASK","Republican","MILLER  A.",0.370000004768372,0.0419999994337559
80,"NEVADA","Republican","RUSSELL  C.",0.165000006556511,-0.469999998807907
80,"NEW HAM","Republican","MERROW  C.",0.178000003099442,-0.256999999284744
80,"NEW HAM","Republican","COTTON  N.",0.243000000715256,-0.412999987602234
80,"NEW JER","Republican","WOLVERTON",0.0439999997615814,-0.666999995708466
80,"NEW JER","Republican","HAND  T.",0.163000002503395,-0.992999970912933
80,"NEW JER","Republican","AUCHINCLOSS",0.187000006437302,-0.558000028133392
80,"NEW JER","Republican","MATHEWS  F.",0.226999998092651,-0.476000010967255
80,"NEW JER","Republican","EATON  C.A.",0.20100000500679,-0.177000001072884
80,"NEW JER","Republican","CASE  C.",0.0590000003576279,-0.748000025749207
80,"NEW JER","Republican","THOMAS  J.",0.305000007152557,-0.207000002264977
80,"NEW JER","Republican","CANFIELD",0.0350000001490116,-1.00199997425079
80,"NEW JER","Republican","TOWE  H.L.",0.24600000679493,-0.485000014305115
80,"NEW JER","Republican","HARTLEY  F.",0.178000003099442,-0.428999990224838
80,"NEW JER","Republican","SUNDSTORM",0.237000003457069,-0.446999996900558
80,"NEW JER","Republican","KEAN  R.",0.172999992966652,-0.941999971866608
80,"NEW JER","Democrat","NORTON  M.",-0.382999986410141,-0.0780000016093254
80,"NEW JER","Democrat","HART  E.",-0.241999998688698,-0.23199999332428
80,"NEW MEX","Democrat","FERNANDEZ",-0.0799999982118607,0.453999996185303
80,"NEW MEX","Democrat","LUSK  G.",-0.231000006198883,0.76800000667572
80,"NEW YOR","Republican","MACY  W.",0.462999999523163,-0.363999992609024
80,"NEW YOR","Republican","HALL  L.W.",0.222000002861023,-0.412000000476837
80,"NEW YOR","Republican","LATHAM  H.",0.187999993562698,-0.574999988079071
80,"NEW YOR","Republican","MCMAHON  G.",0.252000004053116,-0.773000001907349
80,"NEW YOR","Republican","ROSS  R.",0.204999998211861,-0.830999970436096
80,"NEW YOR","Republican","NODAR  R.",0.231000006198883,-0.861999988555908
80,"NEW YOR","Democrat","DELANEY  J.",-0.43299999833107,-0.123999997973442
80,"NEW YOR","Democrat","PFEIFER  J.",-0.377000004053116,-0.354000002145767
80,"NEW YOR","Democrat","KEOGH  E.",-0.335999995470047,0.0130000002682209
80,"NEW YOR","Democrat","SOMERS  A.",-0.326999992132187,-0.432000011205673
80,"NEW YOR","Democrat","HEFFERNAN",-0.361999988555908,-0.230000004172325
80,"NEW YOR","Democrat","ROONEY  J.",-0.375,0.104999996721745
80,"NEW YOR","Democrat","O'TOOLE  D.",-0.33899998664856,-0.374000012874603
80,"NEW YOR","Democrat","RAYFIEL  L.",-0.46399998664856,-0.603999972343445
80,"NEW YOR","Democrat","MULTER",-0.578000009059906,0.100000001490116
80,"NEW YOR","Democrat","CELLER  E.",-0.40599998831749,-0.225999996066093
80,"NEW YOR","Republican","BUCK  E.",0.323000013828278,-0.513999998569489
80,"NEW YOR","Republican","COUDERT  F.",0.174999997019768,-0.917999982833862
80,"NEW YOR","Other","MARCANTONIO",-0.563000023365021,-1.04499995708466
80,"NEW YOR","Democrat","KLEIN  A.",-0.634999990463257,-0.232999995350838
80,"NEW YOR","Democrat","BLOOM  S.",-0.407999992370605,-0.270999997854233
80,"NEW YOR","Republican","JAVITS  J.",-0.23199999332428,-0.97299998998642
80,"NEW YOR","Democrat","POWELL  A.",-1.22000002861023,-0.481000006198883
80,"NEW YOR","Democrat","LYNCH  W.",-0.340000003576279,-0.153999999165535
80,"NEW YOR","Democrat","RABIN  B.",-0.518999993801117,-0.0740000009536743
80,"NEW YOR","Other","ISACSON",-1,-0.0109999999403954
80,"NEW YOR","Democrat","BUCKLEY  C.",-0.405000001192093,0.0179999992251396
80,"NEW YOR","Republican","POTTS  D.",0.153999999165535,-0.987999975681305
80,"NEW YOR","Republican","GWINN  R.",0.382999986410141,-0.391000002622604
80,"NEW YOR","Republican","GAMBLE  R.",0.234999999403954,-0.426999986171722
80,"NEW YOR","Republican","ST.GEORGE",0.324999988079071,-0.734000027179718
80,"NEW YOR","Republican","LEFEVRE  J.",0.264999985694885,-0.388000011444092
80,"NEW YOR","Republican","KEARNEY  B.",0.160999998450279,-0.612999975681305
80,"NEW YOR","Democrat","BYRNE  W.",-0.335999995470047,-0.00400000018998981
80,"NEW YOR","Republican","TAYLOR  D.",0.160999998450279,-0.656000018119812
80,"NEW YOR","Republican","KILBURN  C.",0.305999994277954,0
80,"NEW YOR","Republican","FULLER  H.",0.321000009775162,-0.112000003457069
80,"NEW YOR","Republican","RIEHLMAN",0.197999998927116,-0.708000004291534
80,"NEW YOR","Republican","HALL  E.A.",0.171000003814697,-0.663999974727631
80,"NEW YOR","Republican","TABER  J.",0.535000026226044,-0.352999985218048
80,"NEW YOR","Republican","COLE  W.",0.277999997138977,-0.186000004410744
80,"NEW YOR","Republican","KEATING  K.",0.0970000028610229,-0.938000023365021
80,"NEW YOR","Republican","WADSWORTH",0.280000001192093,0.105999998748302
80,"NEW YOR","Republican","ANDREWS  W.",0.136000007390976,-0.28099998831749
80,"NEW YOR","Republican","ELSAESSER",0.157000005245209,-0.760999977588654
80,"NEW YOR","Republican","BUTLER  J.",0.303999990224838,-0.799000024795532
80,"NEW YOR","Republican","REED  D.",0.524999976158142,-0.194999992847443
80,"NORTH C","Democrat","BONNER  H.",-0.0410000011324883,0.978999972343445
80,"NORTH C","Democrat","KERR  J.",-0.0879999995231628,0.768999993801117
80,"NORTH C","Democrat","BARDEN  G.",0.0489999987185001,0.999000012874603
80,"NORTH C","Democrat","COOLEY  H.",-0.100000001490116,0.819000005722046
80,"NORTH C","Democrat","FOLGER  J.",-0.28600001335144,0.783999979496002
80,"NORTH C","Democrat","DURHAM  C.",-0.0160000007599592,0.781000018119812
80,"NORTH C","Democrat","CLARK  J.",-0.0750000029802322,0.851999998092651
80,"NORTH C","Democrat","DEANE  C.",-0.211999997496605,0.671000003814697
80,"NORTH C","Democrat","DOUGHTON",0.0740000009536743,0.977999985218048
80,"NORTH C","Democrat","JONES  H.",-0.0209999997168779,0.839999973773956
80,"NORTH C","Democrat","BULWINKLE",0.00400000018998981,0.907999992370605
80,"NORTH C","Democrat","REDDEN  M.",0.0199999995529652,0.837999999523163
80,"NORTH D","Republican","LEMKE  W.",0.125,-0.0769999995827675
80,"NORTH D","Republican","ROBERTSON",0.225999996066093,-0.0149999996647239
80,"OHIO","Republican","ELSTON  C.",0.344999998807907,-0.540000021457672
80,"OHIO","Republican","HESS  W.",0.314999997615814,-0.53600001335144
80,"OHIO","Republican","BURKE  R.",0.187000006437302,-0.476999998092651
80,"OHIO","Republican","JONES  R.",0.722000002861023,-0.0599999986588955
80,"OHIO","Republican","MCCULLOCH",0.368000000715256,-0.305999994277954
80,"OHIO","Republican","CLEVENGER",0.580999970436096,-0.197999998927116
80,"OHIO","Republican","MCCOWEN  E.",0.409000009298325,-0.426999986171722
80,"OHIO","Republican","BROWN  C.",0.374000012874603,-0.236000001430511
80,"OHIO","Republican","SMITH  F.",1.22899997234344,-0.289000004529953
80,"OHIO","Republican","RAMEY  H.",0.171000003814697,-0.802999973297119
80,"OHIO","Republican","JENKINS  T.",0.337999999523163,-0.257999986410141
80,"OHIO","Republican","BREHM  W.",0.300999999046326,-0.234999999403954
80,"OHIO","Republican","VORYS  J.",0.270999997854233,-0.469999998807907
80,"OHIO","Republican","WEICHEL  A.",0.30799999833107,-0.308999985456467
80,"OHIO","Democrat","HUBER  W.",-0.395999997854233,-0.469999998807907
80,"OHIO","Republican","GRIFFITHS",0.391999989748001,-0.125
80,"OHIO","Republican","CARSON  H.",0.361999988555908,-0.194999992847443
80,"OHIO","Republican","MCGREGOR",0.370999991893768,-0.342000007629395
80,"OHIO","Republican","LEWIS  E.",0.233999997377396,-0.639999985694885
80,"OHIO","Democrat","KIRWAN  M.",-0.296999990940094,-0.0759999975562096
80,"OHIO","Democrat","FEIGHAN  M.",-0.261000007390976,-0.0689999982714653
80,"OHIO","Democrat","CROSSER  R.",-0.298000007867813,-0.421999990940094
80,"OHIO","Republican","BOLTON  F.",0.206000000238419,-0.598999977111816
80,"OHIO","Republican","BENDER  G.",0.164000004529953,-0.912000000476837
80,"OKLAHOM","Republican","SCHWABE  G.",0.555000007152557,0.150000005960464
80,"OKLAHOM","Democrat","STIGLER  W.",-0.135000005364418,0.456999987363815
80,"OKLAHOM","Democrat","ALBERT  C.",-0.204999998211861,0.745999991893768
80,"OKLAHOM","Democrat","JOHNSON  G.",-0.170000001788139,0.610000014305115
80,"OKLAHOM","Democrat","MONRONEY",-0.179000005125999,0.479999989271164
80,"OKLAHOM","Democrat","MORRIS  T.",-0.112000003457069,0.446000009775162
80,"OKLAHOM","Democrat","PEDEN  P.",-0.0930000022053719,0.995999991893768
80,"OKLAHOM","Republican","RIZLEY  R.",0.414000004529953,0.365000009536743
80,"OREGON","Republican","NORBLAD  A.",0.184000000357628,-0.232999995350838
80,"OREGON","Republican","STOCKMAN",0.254999995231628,0.0829999968409538
80,"OREGON","Republican","ANGELL  H.",0.0769999995827675,-0.549000024795532
80,"OREGON","Republican","ELLSWORTH",0.26800000667572,-0.187000006437302
80,"PENNSYL","Republican","GALLAGHER",0.31700000166893,-0.948000013828278
80,"PENNSYL","Republican","MCGARVEY",0.351000010967255,-0.913999974727631
80,"PENNSYL","Republican","SCOTT  HARD",0.174999997019768,-0.884999990463257
80,"PENNSYL","Republican","MALONEY  F.",0.354999989271164,-0.361999988555908
80,"PENNSYL","Republican","SARBACHER",0.303999990224838,-0.49099999666214
80,"PENNSYL","Republican","SCOTT  HUGH",0.184000000357628,-0.853999972343445
80,"PENNSYL","Republican","CHADWICK",0.137999996542931,-0.671000003814697
80,"PENNSYL","Republican","LICHTENWALT",0.229000002145767,-0.670000016689301
80,"PENNSYL","Republican","DAGUE  P.",0.277999997138977,-0.540000021457672
80,"PENNSYL","Republican","SCOBLICK",0.241999998688698,-0.970000028610229
80,"PENNSYL","Republican","JENKINS  M.",0.111000001430511,-0.954999983310699
80,"PENNSYL","Republican","FENTON  I.",0.208000004291534,-0.586000025272369
80,"PENNSYL","Republican","MUHLENBERG",0.146999999880791,-0.39300000667572
80,"PENNSYL","Republican","GILLETTE",0.384999990463257,-0.141000002622604
80,"PENNSYL","Republican","RICH  R.",0.653999984264374,0.0270000007003546
80,"PENNSYL","Republican","MCCONNELL",0.277999997138977,-0.455000013113022
80,"PENNSYL","Republican","SIMPSON  R.",0.381999999284744,-0.384999990463257
